path,label,class,group,generator,split,sr,duration
Real_Audios\real_348.wav,0,real,file:real_348,bonafide,train,48000,19.882666666666665
Real_Audios\real_349.wav,0,real,file:real_349,bonafide,train,48000,19.84
Real_Audios\real_350.wav,0,real,file:real_350,bonafide,train,48000,16.128
Real_Audios\real_351.wav,0,real,file:real_351,bonafide,train,48000,22.848
Real_Audios\real_352.wav,0,real,file:real_352,bonafide,test,48000,15.872
Real_Audios\real_353.wav,0,real,file:real_353,bonafide,train,48000,16.661333333333335
Real_Audios\real_354.wav,0,real,file:real_354,bonafide,train,48000,20.11733333333333
Real_Audios\real_355.wav,0,real,file:real_355,bonafide,train,48000,15.893333333333333
Real_Audios\real_356.wav,0,real,file:real_356,bonafide,test,48000,17.557333333333332
Real_Audios\real_357.wav,0,real,file:real_357,bonafide,test,48000,13.824
Real_Audios\real_358.wav,0,real,file:real_358,bonafide,train,48000,17.429333333333332
Real_Audios\real_359.wav,0,real,file:real_359,bonafide,train,48000,16.277333333333335
Real_Audios\real_360.wav,0,real,file:real_360,bonafide,test,48000,16.448
Real_Audios\real_361.wav,0,real,file:real_361,bonafide,train,48000,14.229333333333331
Real_Audios\real_362.wav,0,real,file:real_362,bonafide,train,48000,9.984
Real_Audios\real_363.wav,0,real,file:real_363,bonafide,test,48000,10.197333333333331
Real_Audios\real_364.wav,0,real,file:real_364,bonafide,train,48000,8.576
Real_Audios\real_365.wav,0,real,file:real_365,bonafide,test,48000,10.624
Real_Audios\real_366.wav,0,real,file:real_366,bonafide,test,48000,17.813333333333333
Real_Audios\real_367.wav,0,real,file:real_367,bonafide,val,48000,14.186666666666667
Real_Audios\real_368.wav,0,real,file:real_368,bonafide,train,48000,17.728
Real_Audios\real_369.wav,0,real,file:real_369,bonafide,val,48000,15.737833333333333
Real_Audios\real_370.wav,0,real,file:real_370,bonafide,train,48000,18.88
Real_Audios\real_371.wav,0,real,file:real_371,bonafide,val,48000,18.624
Real_Audios\real_372.wav,0,real,file:real_372,bonafide,val,48000,19.52
Real_Audios\real_373.wav,0,real,file:real_373,bonafide,train,48000,20.906666666666663
Real_Audios\real_374.wav,0,real,file:real_374,bonafide,train,48000,15.808
Real_Audios\real_375.wav,0,real,file:real_375,bonafide,train,48000,25.6
Real_Audios\real_376.wav,0,real,file:real_376,bonafide,train,48000,11.818666666666669
Real_Audios\real_377.wav,0,real,file:real_377,bonafide,train,48000,27.264
Real_Audios\real_378.wav,0,real,file:real_378,bonafide,val,48000,16.064
Real_Audios\real_379.wav,0,real,file:real_379,bonafide,train,48000,14.250666666666667
Real_Audios\real_380.wav,0,real,file:real_380,bonafide,train,48000,17.557333333333332
Real_Audios\real_381.wav,0,real,file:real_381,bonafide,test,48000,7.317333333333333
Real_Audios\real_382.wav,0,real,file:real_382,bonafide,train,48000,17.557333333333332
Real_Audios\real_383.wav,0,real,file:real_383,bonafide,train,48000,21.184
Real_Audios\real_384.wav,0,real,file:real_384,bonafide,val,48000,18.410666666666668
Real_Audios\real_385.wav,0,real,file:real_385,bonafide,train,48000,17.92
Real_Audios\real_386.wav,0,real,file:real_386,bonafide,train,48000,18.026666666666667
Real_Audios\real_387.wav,0,real,file:real_387,bonafide,train,48000,16.96
Real_Audios\real_388.wav,0,real,file:real_388,bonafide,train,48000,23.552
Real_Audios\real_389.wav,0,real,file:real_389,bonafide,train,48000,20.906666666666663
Real_Audios\real_390.wav,0,real,file:real_390,bonafide,train,48000,14.186666666666667
Real_Audios\real_391.wav,0,real,file:real_391,bonafide,train,48000,21.738666666666667
Real_Audios\real_392.wav,0,real,file:real_392,bonafide,train,48000,18.837333333333333
Real_Audios\real_393.wav,0,real,file:real_393,bonafide,val,48000,18.624
Real_Audios\real_394.wav,0,real,file:real_394,bonafide,train,48000,16.277333333333335
Real_Audios\real_395.wav,0,real,file:real_395,bonafide,train,48000,16.064
Real_Audios\real_396.wav,0,real,file:real_396,bonafide,val,48000,19.882666666666665
Real_Audios\real_397.wav,0,real,file:real_397,bonafide,test,48000,25.6
Real_Audios\real_398.wav,0,real,file:real_398,bonafide,train,48000,21.248
Real_Audios\real_399.wav,0,real,file:real_399,bonafide,train,48000,19.584
Real_Audios\real_400.wav,0,real,file:real_400,bonafide,train,48000,27.52
Real_Audios\real_401.wav,0,real,file:real_401,bonafide,test,48000,17.728
Real_Audios\real_402.wav,0,real,file:real_402,bonafide,test,48000,21.824
Real_Audios\real_403.wav,0,real,file:real_403,bonafide,test,48000,13.141333333333334
Real_Audios\real_404.wav,0,real,file:real_404,bonafide,train,48000,6.421333333333333
Real_Audios\real_405.wav,0,real,file:real_405,bonafide,val,48000,20.672
Real_Audios\real_406.wav,0,real,file:real_406,bonafide,train,48000,4.736
Real_Audios\real_407.wav,0,real,file:real_407,bonafide,train,48000,4.394666666666667
Real_Audios\real_408.wav,0,real,file:real_408,bonafide,train,48000,8.853333333333333
Real_Audios\real_409.wav,0,real,file:real_409,bonafide,train,48000,3.6266666666666665
Real_Audios\real_410.wav,0,real,file:real_410,bonafide,test,48000,5.9093333333333335
Real_Audios\real_411.wav,0,real,file:real_411,bonafide,train,48000,14.357833333333334
Real_Audios\real_412.wav,0,real,file:real_412,bonafide,train,48000,14.197833333333334
Real_Audios\real_413.wav,0,real,file:real_413,bonafide,test,48000,17.92
Real_Audios\real_414.wav,0,real,file:real_414,bonafide,train,48000,14.417833333333334
Real_Audios\real_415.wav,0,real,file:real_415,bonafide,train,48000,13.937833333333334
Real_Audios\real_416.wav,0,real,file:real_416,bonafide,train,48000,14.577833333333333
Real_Audios\real_417.wav,0,real,file:real_417,bonafide,train,48000,15.777833333333334
Real_Audios\real_418.wav,0,real,file:real_418,bonafide,train,48000,15.937833333333334
Real_Audios\real_419.wav,0,real,file:real_419,bonafide,train,48000,15.477833333333333
Real_Audios\real_420.wav,0,real,file:real_420,bonafide,train,48000,16.03783333333333
Real_Audios\real_421.wav,0,real,file:real_421,bonafide,test,48000,14.037833333333332
Real_Audios\real_422.wav,0,real,file:real_422,bonafide,train,48000,16.997833333333332
Real_Audios\real_423.wav,0,real,file:real_423,bonafide,train,48000,14.437833333333334
Fake_Audios\fake_001.wav,1,fake,file:fake_001,unknown,train,48000,10.445333333333334
Fake_Audios\fake_002.wav,1,fake,file:fake_002,unknown,test,8000,10.469375
Fake_Audios\fake_003.wav,1,fake,file:fake_003,unknown,train,16000,10.4693125
Fake_Audios\fake_004.wav,1,fake,file:fake_004,unknown,val,24000,10.445333333333334
Fake_Audios\fake_005.wav,1,fake,file:fake_005,unknown,train,48000,10.445333333333334
Fake_Audios\fake_006.wav,1,fake,file:fake_006,unknown,train,48000,10.445333333333334
Fake_Audios\fake_007.wav,1,fake,file:fake_007,unknown,train,48000,10.474666666666666
Fake_Audios\fake_008.wav,1,fake,file:fake_008,unknown,test,48000,12.038
Fake_Audios\fake_009.wav,1,fake,file:fake_009,unknown,test,44100,13.830997732426304
Fake_Audios\fake_010.wav,1,fake,file:fake_010,unknown,train,48000,11.730375
Fake_Audios\fake_011.wav,1,fake,file:fake_011,unknown,train,48000,7.685333333333333
Fake_Audios\fake_012.wav,1,fake,file:fake_012,unknown,train,24000,64.49095833333334
Fake_Audios\fake_013.wav,1,fake,file:fake_013,unknown,val,48000,13.225
Fake_Audios\fake_014.wav,1,fake,file:fake_014,unknown,train,48000,16.644979166666666
Fake_Audios\fake_015.wav,1,fake,file:fake_015,unknown,train,48000,21.9
Fake_Audios\fake_016.wav,1,fake,file:fake_016,unknown,train,48000,22.25
Fake_Audios\fake_017.wav,1,fake,file:fake_017,unknown,val,32000,10.09946875
Fake_Audios\fake_018.wav,1,fake,file:fake_018,unknown,train,32000,12.04346875
Fake_Audios\fake_019.wav,1,fake,file:fake_019,unknown,train,32000,11.03546875
Fake_Audios\fake_020.wav,1,fake,file:fake_020,unknown,val,32000,11.39546875
Fake_Audios\fake_021.wav,1,fake,file:fake_021,unknown,train,32000,11.57546875
Fake_Audios\fake_022.wav,1,fake,file:fake_022,unknown,train,32000,40.51946875
Fake_Audios\fake_023.wav,1,fake,file:fake_023,unknown,train,32000,41.95946875
Fake_Audios\fake_024.wav,1,fake,file:fake_024,unknown,train,32000,12.65546875
Fake_Audios\fake_025.wav,1,fake,file:fake_025,unknown,train,32000,11.79146875
Fake_Audios\fake_026.wav,1,fake,file:fake_026,unknown,train,32000,13.19546875
Fake_Audios\fake_027.wav,1,fake,file:fake_027,unknown,train,32000,11.64746875
Fake_Audios\fake_028.wav,1,fake,file:fake_028,unknown,train,32000,11.57546875
Fake_Audios\fake_029.wav,1,fake,file:fake_029,unknown,test,32000,12.43946875
Fake_Audios\fake_030.wav,1,fake,file:fake_030,unknown,train,32000,12.79946875
Fake_Audios\fake_031.wav,1,fake,file:fake_031,unknown,train,32000,10.63946875
Fake_Audios\fake_032.wav,1,fake,file:fake_032,unknown,train,32000,12.22346875
Fake_Audios\fake_033.wav,1,fake,file:fake_033,unknown,val,32000,11.53946875
Fake_Audios\fake_034.wav,1,fake,file:fake_034,unknown,train,32000,11.17946875
Fake_Audios\fake_035.wav,1,fake,file:fake_035,unknown,val,32000,36.66746875
Fake_Audios\fake_036.wav,1,fake,file:fake_036,unknown,train,32000,9.73946875
Fake_Audios\fake_037.wav,1,fake,file:fake_037,unknown,train,32000,14.88746875
Fake_Audios\fake_038.wav,1,fake,file:fake_038,unknown,train,32000,14.02346875
Fake_Audios\fake_039.wav,1,fake,file:fake_039,unknown,train,32000,12.18746875
Fake_Audios\fake_040.wav,1,fake,file:fake_040,unknown,test,24000,29.25795833333333
Fake_Audios\fake_041.wav,1,fake,file:fake_041,unknown,train,48000,9.275
Fake_Audios\fake_042.wav,1,fake,file:fake_042,unknown,train,24000,8.961875
Fake_Audios\fake_043.wav,1,fake,file:fake_043,unknown,train,48000,9.35
Fake_Audios\fake_044.wav,1,fake,file:fake_044,unknown,val,48000,9.8875
Fake_Audios\fake_045.wav,1,fake,file:fake_045,unknown,train,48000,10.35
Fake_Audios\fake_046.wav,1,fake,file:fake_046,unknown,train,48000,10.2
Fake_Audios\fake_047.wav,1,fake,file:fake_047,unknown,train,48000,9.1875
Fake_Audios\fake_048.wav,1,fake,file:fake_048,unknown,train,48000,10.2625
Fake_Audios\fake_049.wav,1,fake,file:fake_049,unknown,train,24000,8.785958333333333
Fake_Audios\fake_050.wav,1,fake,file:fake_050,unknown,train,48000,11.5875
Fake_Audios\fake_051.wav,1,fake,file:fake_051,unknown,train,48000,9.075
Fake_Audios\fake_052.wav,1,fake,file:fake_052,unknown,train,24000,8.875375
Fake_Audios\fake_053.wav,1,fake,file:fake_053,unknown,train,24000,8.961666666666666
Fake_Audios\fake_054.wav,1,fake,file:fake_054,unknown,val,24000,7.9125
Fake_Audios\fake_055.wav,1,fake,file:fake_055,unknown,val,24000,8.833958333333333
Fake_Audios\fake_056.wav,1,fake,file:fake_056,unknown,train,48000,9.2875
Fake_Audios\fake_057.wav,1,fake,file:fake_057,unknown,train,48000,9.25
Fake_Audios\fake_058.wav,1,fake,file:fake_058,unknown,val,48000,8.5125
Fake_Audios\fake_059.wav,1,fake,file:fake_059,unknown,val,48000,28.9125
Fake_Audios\fake_060.wav,1,fake,file:fake_060,unknown,train,32000,13.15946875
Fake_Audios\fake_061.wav,1,fake,file:fake_061,unknown,val,32000,11.79146875
Fake_Audios\fake_062.wav,1,fake,file:fake_062,unknown,test,32000,11.07146875
Fake_Audios\fake_063.wav,1,fake,file:fake_063,unknown,val,48000,17.7
Fake_Audios\fake_064.wav,1,fake,file:fake_064,unknown,test,48000,19.0
Fake_Audios\fake_065.wav,1,fake,file:fake_065,unknown,test,32000,12.18746875
Fake_Audios\fake_066.wav,1,fake,file:fake_066,unknown,train,32000,33.13946875
Fake_Audios\fake_067.wav,1,fake,file:fake_067,unknown,train,32000,12.61946875
Fake_Audios\fake_068.wav,1,fake,file:fake_068,unknown,train,48000,11.0375
Fake_Audios\fake_069.wav,1,fake,file:fake_069,unknown,train,24000,11.544
Fake_Audios\fake_070.wav,1,fake,file:fake_070,unknown,val,24000,11.0205
Fake_Audios\fake_071.wav,1,fake,file:fake_071,unknown,val,24000,11.049833333333334
Fake_Audios\fake_072.wav,1,fake,file:fake_072,unknown,test,24000,13.4475
Fake_Audios\fake_073.wav,1,fake,file:fake_073,unknown,train,24000,10.296
Fake_Audios\fake_074.wav,1,fake,file:fake_074,unknown,test,24000,11.856416666666666
Fake_Audios\fake_075.wav,1,fake,file:fake_075,unknown,val,24000,15.980666666666666
Fake_Audios\fake_076.wav,1,fake,file:fake_076,unknown,test,24000,15.950666666666669
Fake_Audios\fake_077.wav,1,fake,file:fake_077,unknown,test,24000,10.088125
Fake_Audios\fake_078.wav,1,fake,file:fake_078,unknown,train,24000,9.886625
Fake_Audios\fake_079.wav,1,fake,file:fake_079,unknown,train,48000,12.63
Fake_Audios\fake_080.wav,1,fake,file:fake_080,unknown,train,48000,12.63
Fake_Audios\fake_081.wav,1,fake,file:fake_081,unknown,train,24000,10.57325
Fake_Audios\fake_082.wav,1,fake,file:fake_082,unknown,train,24000,12.288
Fake_Audios\fake_083.wav,1,fake,file:fake_083,unknown,train,24000,11.85
Fake_Audios\fake_084.wav,1,fake,file:fake_084,unknown,train,32000,10.35146875
Fake_Audios\fake_085.wav,1,fake,file:fake_085,unknown,train,32000,10.38746875
Fake_Audios\fake_086.wav,1,fake,file:fake_086,unknown,train,32000,12.04346875
Fake_Audios\fake_087.wav,1,fake,file:fake_087,unknown,train,32000,5.15484375
Fake_Audios\fake_088.wav,1,fake,file:fake_088,unknown,test,32000,4.9806875
Fake_Audios\fake_089.wav,1,fake,file:fake_089,unknown,train,32000,29.46746875
Fake_Audios\fake_090.wav,1,fake,file:fake_090,unknown,train,32000,28.99946875
Fake_Audios\fake_091.wav,1,fake,file:fake_091,unknown,val,32000,27.16346875
Fake_Audios\fake_092.wav,1,fake,file:fake_092,unknown,train,32000,40.30346875
Fake_Audios\fake_093.wav,1,fake,file:fake_093,unknown,train,32000,42.06746875
Fake_Audios\fake_094.wav,1,fake,file:fake_094,unknown,val,32000,51.17546875
Fake_Audios\fake_095.wav,1,fake,file:fake_095,unknown,val,32000,52.00346875
Fake_Audios\fake_096.wav,1,fake,file:fake_096,unknown,train,32000,41.77946875
Fake_Audios\fake_097.wav,1,fake,file:fake_097,unknown,train,32000,38.46746875
Fake_Audios\fake_098.wav,1,fake,file:fake_098,unknown,train,32000,48.58346875
Fake_Audios\fake_099.wav,1,fake,file:fake_099,unknown,val,32000,48.51146875
Fake_Audios\fake_100.wav,1,fake,file:fake_100,unknown,train,32000,23.85146875
Fake_Audios\fake_101.wav,1,fake,file:fake_101,unknown,train,32000,31.59146875
Fake_Audios\fake_102.wav,1,fake,file:fake_102,unknown,val,32000,43.68746875
Fake_Audios\fake_103.wav,1,fake,file:fake_103,unknown,train,48000,53.05
Fake_Audios\fake_104.wav,1,fake,file:fake_104,unknown,train,48000,58.7375
Fake_Audios\fake_105.wav,1,fake,file:fake_105,unknown,train,48000,39.325
Fake_Audios\fake_106.wav,1,fake,file:fake_106,unknown,train,24000,36.5375
Fake_Audios\fake_107.wav,1,fake,file:fake_107,unknown,train,48000,42.0375
Fake_Audios\fake_108.wav,1,fake,file:fake_108,unknown,train,48000,48.7875
Fake_Audios\fake_109.wav,1,fake,file:fake_109,unknown,train,48000,53.1
Fake_Audios\fake_110.wav,1,fake,file:fake_110,unknown,train,24000,49.99645833333334
Fake_Audios\fake_111.wav,1,fake,file:fake_111,unknown,train,48000,47.075
Fake_Audios\fake_112.wav,1,fake,file:fake_112,unknown,train,48000,47.075
Fake_Audios\fake_113.wav,1,fake,file:fake_113,unknown,train,48000,55.575
Fake_Audios\fake_114.wav,1,fake,file:fake_114,unknown,train,32000,11.32346875
Fake_Audios\fake_115.wav,1,fake,file:fake_115,unknown,train,44100,6.4
Fake_Audios\fake_116.wav,1,fake,file:fake_116,unknown,val,44100,6.687346938775511
Fake_Audios\fake_117.wav,1,fake,file:fake_117,unknown,train,44100,9.09061224489796
Fake_Audios\fake_118.wav,1,fake,file:fake_118,unknown,train,44100,9.560816326530611
Fake_Audios\fake_119.wav,1,fake,file:fake_119,unknown,val,44100,8.019591836734694
Fake_Audios\fake_120.wav,1,fake,file:fake_120,unknown,test,44100,9.508571428571427
Fake_Audios\fake_121.wav,1,fake,file:fake_121,unknown,train,44100,8.907755102040817
Fake_Audios\fake_122.wav,1,fake,file:fake_122,unknown,val,44100,10.213877551020408
Fake_Audios\fake_123.wav,1,fake,file:fake_123,unknown,train,44100,9.743673469387756
Fake_Audios\fake_124.wav,1,fake,file:fake_124,unknown,train,44100,12.8
Fake_Audios\fake_125.wav,1,fake,file:fake_125,unknown,train,44100,10.344489795918369
Fake_Audios\fake_126.wav,1,fake,file:fake_126,unknown,train,44100,10.057142857142855
Fake_Audios\fake_127.wav,1,fake,file:fake_127,unknown,test,44100,8.672653061224489
Fake_Audios\fake_128.wav,1,fake,file:fake_128,unknown,test,44100,9.09061224489796
Fake_Audios\fake_129.wav,1,fake,file:fake_129,unknown,train,44100,9.325714285714286
Fake_Audios\fake_130.wav,1,fake,file:fake_130,unknown,train,44100,8.124081632653061
Fake_Audios\fake_131.wav,1,fake,file:fake_131,unknown,train,44100,8.489795918367347
Fake_Audios\fake_132.wav,1,fake,file:fake_132,unknown,test,48000,27.525
Fake_Audios\fake_133.wav,1,fake,file:fake_133,unknown,train,48000,13.296
Fake_Audios\fake_134.wav,1,fake,file:fake_134,unknown,train,48000,12.6
Fake_Audios\fake_135.wav,1,fake,file:fake_135,unknown,train,48000,13.75
Fake_Audios\fake_136.wav,1,fake,file:fake_136,unknown,train,48000,13.824
Fake_Audios\fake_137.wav,1,fake,file:fake_137,unknown,train,48000,13.15
Fake_Audios\fake_138.wav,1,fake,file:fake_138,unknown,train,48000,11.496
Fake_Audios\fake_139.wav,1,fake,file:fake_139,unknown,train,48000,13.225020833333334
Fake_Audios\fake_140.wav,1,fake,file:fake_140,unknown,train,48000,13.35
Fake_Audios\fake_141.wav,1,fake,file:fake_141,unknown,train,48000,13.35
Fake_Audios\fake_142.wav,1,fake,file:fake_142,unknown,train,48000,14.45
Fake_Audios\fake_143.wav,1,fake,file:fake_143,unknown,test,48000,15.072
Fake_Audios\fake_144.wav,1,fake,file:fake_144,unknown,val,48000,12.816
Fake_Audios\fake_145.wav,1,fake,file:fake_145,unknown,train,48000,14.125
Fake_Audios\fake_146.wav,1,fake,file:fake_146,unknown,train,48000,12.072
Fake_Audios\fake_147.wav,1,fake,file:fake_147,unknown,train,48000,30.025
Fake_Audios\fake_148.wav,1,fake,file:fake_148,unknown,val,48000,12.36
Fake_Audios\fake_149.wav,1,fake,file:fake_149,unknown,val,48000,12.36
Fake_Audios\fake_150.wav,1,fake,file:fake_150,unknown,test,48000,13.248
Fake_Audios\fake_151.wav,1,fake,file:fake_151,unknown,test,48000,12.696
Fake_Audios\fake_152.wav,1,fake,file:fake_152,unknown,train,48000,12.624
Fake_Audios\fake_153.wav,1,fake,file:fake_153,unknown,train,48000,12.48
Fake_Audios\fake_154.wav,1,fake,file:fake_154,unknown,train,48000,15.15
Fake_Audios\fake_155.wav,1,fake,file:fake_155,unknown,test,48000,12.36
Fake_Audios\fake_156.wav,1,fake,file:fake_156,unknown,train,48000,12.336
Fake_Audios\fake_157.wav,1,fake,file:fake_157,unknown,train,48000,12.9
Fake_Audios\fake_158.wav,1,fake,file:fake_158,unknown,train,48000,12.48
Fake_Audios\fake_159.wav,1,fake,file:fake_159,unknown,train,48000,11.952
Fake_Audios\fake_160.wav,1,fake,file:fake_160,unknown,val,48000,11.952
Fake_Audios\fake_161.wav,1,fake,file:fake_161,unknown,train,48000,12.336
Fake_Audios\fake_162.wav,1,fake,file:fake_162,unknown,val,48000,13.632020833333334
Fake_Audios\fake_163.wav,1,fake,file:fake_163,unknown,train,48000,13.44
Fake_Audios\fake_164.wav,1,fake,file:fake_164,unknown,train,48000,12.432
Fake_Audios\fake_165.wav,1,fake,file:fake_165,unknown,train,48000,14.736
Fake_Audios\fake_166.wav,1,fake,file:fake_166,unknown,train,48000,14.088
Fake_Audios\fake_167.wav,1,fake,file:fake_167,unknown,train,48000,14.592
Fake_Audios\fake_168.wav,1,fake,file:fake_168,unknown,val,48000,12.984
Fake_Audios\fake_169.wav,1,fake,file:fake_169,unknown,train,48000,15.576
Fake_Audios\fake_170.wav,1,fake,file:fake_170,unknown,train,48000,13.584
Fake_Audios\fake_171.wav,1,fake,file:fake_171,unknown,train,48000,14.592
Fake_Audios\fake_172.wav,1,fake,file:fake_172,unknown,train,48000,13.848
Fake_Audios\fake_173.wav,1,fake,file:fake_173,unknown,train,48000,14.376
Fake_Audios\fake_174.wav,1,fake,file:fake_174,unknown,train,48000,27.575
Fake_Audios\fake_175.wav,1,fake,file:fake_175,unknown,train,24000,32.14
Fake_Audios\fake_176.wav,1,fake,file:fake_176,unknown,test,48000,14.045333333333334
Fake_Audios\fake_177.wav,1,fake,file:fake_177,unknown,test,48000,14.909333333333333
Fake_Audios\fake_178.wav,1,fake,file:fake_178,unknown,val,24000,16.176
Fake_Audios\fake_179.wav,1,fake,file:fake_179,unknown,train,24000,17.856
Fake_Audios\fake_180.wav,1,fake,file:fake_180,unknown,train,16000,16.425
Fake_Audios\fake_181.wav,1,fake,file:fake_181,unknown,test,16000,13.87
Fake_Audios\fake_182.wav,1,fake,file:fake_182,unknown,test,24000,16.704
Fake_Audios\fake_183.wav,1,fake,file:fake_183,unknown,train,24000,18.216
Fake_Audios\fake_184.wav,1,fake,file:fake_184,unknown,train,24000,19.512
Fake_Audios\fake_185.wav,1,fake,file:fake_185,unknown,val,24000,17.952
Fake_Audios\fake_186.wav,1,fake,file:fake_186,unknown,train,24000,16.2
Fake_Audios\fake_187.wav,1,fake,file:fake_187,unknown,train,16000,16.875
Fake_Audios\fake_188.wav,1,fake,file:fake_188,unknown,train,16000,19.18
Fake_Audios\fake_189.wav,1,fake,file:fake_189,unknown,train,24000,20.832
Fake_Audios\fake_190.wav,1,fake,file:fake_190,unknown,train,8000,15.670125
Fake_Audios\fake_191.wav,1,fake,file:fake_191,unknown,val,24000,16.848
Fake_Audios\fake_192.wav,1,fake,file:fake_192,unknown,test,24000,16.08
Fake_Audios\fake_193.wav,1,fake,file:fake_193,unknown,test,24000,15.84
Fake_Audios\fake_194.wav,1,fake,file:fake_194,unknown,train,24000,16.848
Fake_Audios\fake_195.wav,1,fake,file:fake_195,unknown,train,24000,17.112
Fake_Audios\fake_196.wav,1,fake,file:fake_196,unknown,train,24000,17.112
Fake_Audios\fake_197.wav,1,fake,file:fake_197,unknown,test,24000,15.936
Fake_Audios\fake_198.wav,1,fake,file:fake_198,unknown,val,44100,14.55891156462585
Fake_Audios\fake_199.wav,1,fake,file:fake_199,unknown,val,24000,23.016
Fake_Audios\fake_200.wav,1,fake,file:fake_200,unknown,train,24000,19.656
Fake_Audios\fake_201.wav,1,fake,file:fake_201,unknown,train,24000,20.28
Fake_Audios\fake_202.wav,1,fake,file:fake_202,unknown,train,24000,21.264
Fake_Audios\fake_203.wav,1,fake,file:fake_203,unknown,train,32000,14.41959375
Fake_Audios\fake_204.wav,1,fake,file:fake_204,unknown,train,24000,10.632
Fake_Audios\fake_205.wav,1,fake,file:fake_205,unknown,train,24000,16.872
Fake_Audios\fake_206.wav,1,fake,file:fake_206,unknown,train,24000,17.952
Fake_Audios\fake_207.wav,1,fake,file:fake_207,unknown,train,24000,15.108916666666667
Fake_Audios\fake_208.wav,1,fake,file:fake_208,unknown,test,16000,15.052875
Fake_Audios\fake_209.wav,1,fake,file:fake_209,unknown,train,16000,15.052875
Fake_Audios\fake_210.wav,1,fake,file:fake_210,unknown,train,24000,17.64
Fake_Audios\fake_211.wav,1,fake,file:fake_211,unknown,val,24000,19.656
Fake_Audios\fake_212.wav,1,fake,file:fake_212,unknown,val,24000,4.824
Fake_Audios\fake_213.wav,1,fake,file:fake_213,unknown,train,48000,15.9875
Fake_Audios\fake_214.wav,1,fake,file:fake_214,unknown,train,24000,14.165
Fake_Audios\fake_215.wav,1,fake,file:fake_215,unknown,train,24000,19.008
Fake_Audios\fake_216.wav,1,fake,file:fake_216,unknown,train,24000,19.248
Fake_Audios\fake_217.wav,1,fake,file:fake_217,unknown,train,48000,16.0875
Fake_Audios\fake_218.wav,1,fake,file:fake_218,unknown,test,48000,14.525333333333334
Fake_Audios\fake_219.wav,1,fake,file:fake_219,unknown,train,24000,14.569958333333334
Fake_Audios\fake_220.wav,1,fake,file:fake_220,unknown,train,48000,13.75
Fake_Audios\fake_221.wav,1,fake,file:fake_221,unknown,train,48000,14.1625
Fake_Audios\fake_222.wav,1,fake,file:fake_222,unknown,test,44100,7.894784580498866
Fake_Audios\fake_223.wav,1,fake,file:fake_223,unknown,train,44100,7.430385487528345
Fake_Audios\fake_224.wav,1,fake,file:fake_224,unknown,train,44100,6.873106575963718
Fake_Audios\fake_225.wav,1,fake,file:fake_225,unknown,val,32000,7.65146875
Fake_Audios\fake_226.wav,1,fake,file:fake_226,unknown,train,32000,7.61546875
Fake_Audios\fake_227.wav,1,fake,file:fake_227,unknown,train,32000,8.65946875
Fake_Audios\fake_228.wav,1,fake,file:fake_228,unknown,test,32000,10.42346875
Fake_Audios\fake_229.wav,1,fake,file:fake_229,unknown,train,48000,14.525333333333334
Fake_Audios\fake_230.wav,1,fake,file:fake_230,unknown,train,32000,10.42346875
Fake_Audios\fake_231.wav,1,fake,file:fake_231,unknown,train,32000,14.23946875
Fake_Audios\fake_232.wav,1,fake,file:fake_232,unknown,test,24000,19.008
Fake_Audios\fake_233.wav,1,fake,file:fake_233,unknown,train,24000,19.008
Fake_Audios\fake_234.wav,1,fake,file:fake_234,unknown,train,24000,18.384
Fake_Audios\fake_235.wav,1,fake,file:fake_235,unknown,train,44100,7.801904761904762
Fake_Audios\fake_236.wav,1,fake,file:fake_236,unknown,train,44100,7.801904761904762
Fake_Audios\fake_237.wav,1,fake,file:fake_237,unknown,test,44100,7.894784580498866
Fake_Audios\fake_238.wav,1,fake,file:fake_238,unknown,train,32000,9.12746875
Fake_Audios\fake_239.wav,1,fake,file:fake_239,unknown,train,32000,30.11546875
Fake_Audios\fake_240.wav,1,fake,file:fake_240,unknown,train,24000,8.043958333333334
Fake_Audios\fake_241.wav,1,fake,file:fake_241,unknown,train,32000,42.06746875
Fake_Audios\fake_242.wav,1,fake,file:fake_242,unknown,val,24000,14.752041666666669
Fake_Audios\fake_243.wav,1,fake,file:fake_243,unknown,train,32000,33.89546875
Fake_Audios\fake_244.wav,1,fake,file:fake_244,unknown,train,24000,7.605291666666667
Fake_Audios\fake_245.wav,1,fake,file:fake_245,unknown,test,32000,45.73946875
Fake_Audios\fake_246.wav,1,fake,file:fake_246,unknown,train,24000,8.408375
Fake_Audios\fake_247.wav,1,fake,file:fake_247,unknown,val,32000,30.79946875
Fake_Audios\fake_248.wav,1,fake,file:fake_248,unknown,val,24000,8.822083333333333
Fake_Audios\fake_249.wav,1,fake,file:fake_249,unknown,train,32000,21.54746875
Fake_Audios\fake_250.wav,1,fake,file:fake_250,unknown,test,24000,10.261708333333331
Fake_Audios\fake_251.wav,1,fake,file:fake_251,unknown,train,32000,21.54746875
Fake_Audios\fake_252.wav,1,fake,file:fake_252,unknown,test,24000,8.609875
Fake_Audios\fake_253.wav,1,fake,file:fake_253,unknown,train,32000,36.95546875
Fake_Audios\fake_254.wav,1,fake,file:fake_254,unknown,train,24000,9.260666666666667
Fake_Audios\fake_255.wav,1,fake,file:fake_255,unknown,val,32000,28.81946875
Fake_Audios\fake_256.wav,1,fake,file:fake_256,unknown,train,24000,8.171916666666666
